credit_amt,age,sex_male,education_graduate_school,education_high_school,education_university,marital_status_married,marital_status_single,repay_sep,repay_aug,repay_jul,repay_jun,repay_may,repay_apr,state_sep,state_aug,state_jul,state_jun,state_may,state_apr,paid_sep,paid_aug,paid_jul,paid_jun,paid_may,paid_apr,default
70000,23,0,0,0,1,0,1,0,0,0,0,0,0,22658,31647,24487,25125,26651,26125,9397,1487,1039,2073,1045,1231,0
50000,26,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,1530,750,1140,1530,750,1140,750,1140,1530,750,1140,1530,0
20000,46,1,0,1,0,1,0,0,0,0,0,0,0,11325,12654,13659,13635,13922,14689,1519,1524,500,507,1000,500,0
160000,26,1,0,0,1,1,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
250000,42,0,1,0,0,1,0,0,0,-2,-2,-2,-2,25298,0,0,0,0,0,0,0,0,0,0,0,0
20000,49,1,1,0,0,1,0,-1,-1,-1,-1,-2,-2,1044,0,5596,0,0,0,0,5596,0,0,0,0,0
210000,37,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,2359,1519,1939,1939,1939,1520,1519,1939,1939,1939,1520,2358,0
100000,35,0,1,0,0,1,0,2,0,0,2,2,2,47253,49489,53034,53568,54563,56013,3000,5000,2000,2000,2500,2300,1
100000,28,1,1,0,0,0,1,0,0,0,0,0,0,72970,100360,91329,76840,77455,79472,30000,4094,2900,2850,3300,3123,0
230000,34,0,0,0,1,1,0,-2,-2,-2,-2,-2,-2,2329,1894,2528,1865,1496,1873,1894,2532,1865,1496,1873,0,0
20000,25,1,0,0,1,0,1,0,0,0,0,0,0,13896,12906,13983,10983,5400,0,2000,2500,2000,0,0,0,1
40000,24,1,1,0,0,0,1,0,0,0,0,0,0,30096,30819,13816,10291,7441,7435,1300,2013,319,415,266,277,1
20000,26,1,0,1,0,0,1,0,0,0,0,0,0,16514,17547,18541,19250,19805,20356,1306,1300,1000,1000,1258,590,0
140000,32,1,0,0,1,0,1,0,0,0,0,0,0,31367,29652,30178,20989,17125,14739,1614,10018,2009,1003,1017,1012,0
50000,23,1,0,1,0,0,1,2,2,2,0,0,0,44470,51192,48506,18524,19239,19283,7800,173,1000,1000,1000,1000,0
30000,26,0,0,0,1,0,1,0,0,-1,0,0,0,17341,-1030,29718,27417,28489,28427,485,31509,1500,1502,1500,3000,0
80000,28,1,0,0,1,0,1,0,0,0,-2,-2,-2,15268,5135,0,0,0,0,1315,0,0,0,0,0,0
20000,31,0,0,1,0,1,0,0,0,0,0,0,0,15654,16425,17265,16647,12213,10998,1330,1170,500,420,397,221,1
210000,26,0,1,0,0,0,1,0,0,0,0,-1,-1,9899,6000,4100,0,10790,7373,1008,1000,0,10790,7373,0,0
220000,33,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,3378,1531,942,608,1738,277,1531,942,608,1738,277,492,0
150000,30,0,1,0,0,1,0,0,0,0,0,0,0,40046,47317,48849,35920,37433,10791,7995,5849,1196,2000,1000,1000,0
200000,28,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,508,10680,1190,527,4524,5522,10712,1194,527,4537,5538,3883,0
200000,28,0,1,0,0,0,1,2,2,2,2,0,0,68398,73564,73548,44234,42599,46192,6900,1966,12,1604,5164,1104,1
50000,39,1,0,0,1,0,1,0,0,0,0,0,0,26813,22999,17485,10588,8368,940,1708,1454,289,1508,1042,0,0
80000,28,0,1,0,0,0,1,0,0,0,0,2,2,9782,11620,14415,16177,16582,16178,2001,3000,2000,800,0,600,0
210000,29,1,1,0,0,0,1,0,0,0,0,2,0,140619,144410,148555,156733,153230,155159,7000,9000,11550,0,5389,5338,0
140000,40,1,1,0,0,1,0,2,0,0,2,2,2,136785,137175,140773,133147,140350,136475,5051,12602,0,12000,0,5000,1
20000,32,0,0,0,1,1,0,0,0,0,0,0,0,15498,16409,17291,17588,18034,18658,1600,1600,1000,1000,1500,700,0
10000,23,0,1,0,0,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
250000,30,0,1,0,0,0,1,0,-1,2,0,0,-1,5607,9416,3421,11521,20424,7467,10000,0,10000,10000,17771,322,0
280000,31,1,1,0,0,0,1,1,-1,-1,0,0,-2,0,3495,2783,2001,-339,-1180,3495,2783,0,0,0,0,0
210000,48,1,0,0,1,1,0,-1,-1,-1,0,-1,-1,8666,8666,17307,8666,8666,17303,8666,17307,173,8666,17303,173,0
10000,54,1,0,0,1,0,1,0,0,2,2,0,0,5186,8225,8244,7963,8134,9995,3300,300,0,299,2000,0,0
180000,38,0,1,0,0,0,1,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,0,0,0
10000,31,0,1,0,0,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,41,0,1,0,0,1,0,-2,-1,2,0,-1,-1,0,5932,5674,1484,4680,0,5932,0,0,4680,0,0,0
120000,29,0,1,0,0,0,1,-1,-1,-1,-2,-1,-1,1171,644,-155,-155,745,542,1000,0,0,2530,542,922,0
160000,28,0,0,0,1,1,0,0,0,0,0,0,0,54232,55456,56625,57757,59424,60631,2100,2100,2500,3000,2200,2200,0
180000,48,1,1,0,0,1,0,0,0,0,0,0,0,167140,160707,162477,166861,171083,169365,8000,6000,7000,7000,7000,7000,0
60000,42,0,0,1,0,1,0,0,0,0,0,0,0,58186,58364,59108,38827,39670,37503,2382,2373,1324,1402,1460,1045,0
80000,27,1,0,0,1,1,0,0,0,0,0,0,0,73000,71338,47202,38133,39096,40510,5000,2000,1500,1500,2000,2000,0
200000,27,1,1,0,0,0,1,-1,0,-1,-1,-1,-1,9747,17230,198,875,1977,2052,10051,198,877,1982,2058,2939,0
20000,22,0,0,1,0,0,1,1,2,0,0,2,2,18590,17838,18680,19788,22265,21629,0,1307,1580,3100,0,1000,1
360000,31,0,0,0,1,0,1,0,0,-2,-2,-2,-2,17582,0,0,0,0,0,0,0,0,0,0,0,0
140000,43,0,1,0,0,0,1,1,2,0,0,0,0,147560,142435,142096,136836,139417,141889,3,5000,5000,5100,10200,5000,0
110000,46,0,0,1,0,1,0,0,0,2,2,0,0,94025,101460,102724,100188,102110,107014,8942,3800,0,3685,6580,4703,1
360000,33,0,1,0,0,1,0,1,-2,-2,-1,0,0,-200,-200,0,13467,17800,0,0,200,13467,5300,0,0,0
30000,22,0,1,0,0,0,1,-1,-1,-1,0,0,-2,3963,6222,2936,588,0,0,6222,2936,0,0,0,0,0
100000,25,1,0,0,1,0,1,0,0,0,0,-2,-2,76222,79564,49000,-1000,0,0,4700,1500,0,31000,0,0,0
60000,34,1,0,1,0,0,1,0,0,0,0,0,0,35187,36236,37220,37963,38875,39184,1616,1600,1336,1500,1448,1157,1
130000,32,0,1,0,0,0,1,1,-2,-1,-1,-2,-1,0,0,3726,0,0,1300,0,3726,0,0,1300,5400,0
240000,34,0,0,0,1,0,1,-1,-1,-1,-1,-1,0,5516,4950,5232,6464,3820,11870,4950,5232,6464,3820,10000,2000,0
210000,35,0,0,0,1,1,0,2,2,2,0,0,2,61189,62721,61115,62334,66196,64979,3100,0,2235,4870,0,2563,1
360000,25,1,1,0,0,0,1,-1,-1,-1,0,0,-1,586,14074,5672,5084,3317,1646,14076,5672,0,0,1646,3875,0
30000,22,0,0,0,1,0,1,1,2,2,0,0,-2,22167,22474,18180,15900,0,0,1000,150,0,0,0,0,0
90000,49,0,0,0,0,0,1,-1,-1,-2,-2,-2,-2,1722,0,0,0,0,0,0,0,0,0,0,11135,0
50000,42,0,1,0,0,1,0,0,0,0,0,0,0,4908,7479,11902,13871,19466,8128,3000,5000,5000,7000,3000,2000,0
20000,41,1,0,1,0,0,1,0,0,0,0,0,0,9186,9459,10102,10452,10907,10400,1200,1200,500,1000,600,0,0
90000,24,0,0,0,1,0,1,0,0,0,0,0,0,14520,14747,4753,5152,4664,4833,1240,1220,1000,500,800,1680,0
300000,34,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,9474,0,0,0,0,0,0,0,0,0,0,0,0
500000,43,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,640,600,1490,1822,1740,0,600,1490,1822,1740,0,1486,0
130000,36,0,0,1,0,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
250000,62,1,0,1,0,1,0,0,0,0,0,0,0,38924,38468,35930,40106,38214,28494,5000,5000,5000,3000,2000,10000,0
10000,25,1,0,1,0,0,1,2,0,0,0,0,-2,4693,5371,6327,6055,0,0,1300,1600,400,0,0,0,1
340000,30,1,1,0,0,0,1,0,0,-1,-1,-1,0,1933,2855,872,981,22936,8097,1000,872,981,22936,5000,5939,0
60000,24,1,0,1,0,0,1,-1,0,0,0,0,0,15527,16882,18190,27465,27643,27816,2000,2000,10000,991,1010,989,0
50000,47,1,0,0,1,1,0,0,0,0,0,0,0,48308,48019,48647,26894,10875,15878,2200,2068,3048,418,12004,5001,0
170000,34,1,0,0,1,0,1,-1,-1,2,0,-1,-1,7885,7190,6854,3142,5000,0,2336,0,0,5000,0,0,0
490000,51,1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,389,376,467,78,399,10,377,481,1,711,1,1,1
20000,26,0,0,0,1,1,0,0,0,0,0,2,0,17679,16720,17705,19228,18804,19316,1300,1277,1800,0,1000,1000,1
550000,47,1,0,0,1,1,0,0,0,0,0,0,-2,68328,76797,55200,30000,0,0,10000,20000,5000,0,0,0,0
340000,39,0,0,0,1,0,1,0,0,0,0,0,0,66623,61474,57160,58794,61231,62516,2500,2500,2500,3300,2200,3000,0
10000,32,1,0,0,1,0,1,0,0,0,0,0,0,9576,9028,9644,9790,9990,0,1384,1000,196,200,0,0,0
230000,25,0,0,0,1,0,1,-2,-2,-2,-2,-2,-2,0,0,13499,9078,11009,6172,0,13499,9117,11009,6172,869,0
30000,39,1,0,0,1,1,0,1,2,0,0,0,0,29388,27850,28525,29091,28923,29553,0,1452,1018,1038,1100,964,0
450000,37,0,1,0,0,1,0,0,0,-1,-1,-1,-1,13371,13480,5747,3339,9458,7231,4000,5747,3339,18916,7231,4972,0
50000,31,0,0,0,1,1,0,2,0,0,0,0,0,29767,30206,27905,17174,17533,17240,1615,1670,605,626,654,567,1
80000,27,0,1,0,0,0,1,0,0,0,0,0,0,23107,24674,25351,25981,26464,23714,5034,10000,1000,1000,1000,1000,0
150000,42,0,0,0,1,1,0,1,-2,-2,-1,-1,-1,0,0,0,11068,0,189,0,0,11068,0,189,3307,1
50000,44,0,0,0,1,0,1,0,0,0,0,-1,-1,49006,49139,47608,3990,390,0,2000,1000,3600,390,0,4870,0
210000,39,0,1,0,0,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
100000,24,0,0,0,1,0,1,0,0,0,0,0,2,59712,61743,63714,65056,73062,71738,3000,3000,2400,9100,0,4000,0
100000,38,1,0,0,1,0,1,0,0,0,0,0,-1,25994,27173,44285,45433,3952,3723,1994,19462,3000,302,3723,15462,0
500000,45,1,1,0,0,1,0,0,0,0,0,0,0,3136,2345,8471,7234,5828,1906,2002,7505,145,33,1150,300,0
30000,58,0,0,1,0,1,0,0,0,0,0,0,0,9819,10873,9646,9995,10371,5139,1230,1100,419,600,500,500,0
50000,46,1,0,0,1,0,1,0,-1,0,0,0,0,53541,29308,20274,19945,20472,21000,31483,1408,3000,1000,869,5000,0
50000,23,0,0,0,1,0,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
420000,36,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,3663,4338,3400,2535,3216,4652,4338,3400,2535,3216,2652,2500,0
30000,32,0,0,0,1,1,0,2,2,0,0,0,-1,28156,27422,28335,20946,15525,7422,0,1542,1024,1000,7422,281,1
240000,32,1,1,0,0,0,1,0,0,0,0,0,0,240790,224497,213580,191771,166239,146584,6892,7866,5602,6118,6023,27064,0
80000,55,0,0,1,0,1,0,0,0,0,0,0,0,69116,64325,59653,55159,56277,57347,2500,2000,2000,2000,2000,2000,0
50000,30,1,0,0,1,1,0,1,2,2,0,0,0,49371,50092,49029,25313,26006,27217,1800,240,1000,1100,1800,1500,1
200000,42,0,1,0,0,1,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,665,1
210000,34,0,1,0,0,1,0,1,-2,-1,-1,2,-1,-300,-716,416,1132,566,416,0,1548,1132,0,416,416,0
130000,31,1,0,0,1,0,1,1,2,2,2,0,0,70722,69040,70912,63626,59200,38263,0,4130,43,2000,1368,1418,0
390000,28,1,1,0,0,0,1,-1,0,0,0,0,0,10439,25143,35165,44543,45631,45793,15007,10529,10000,1773,2000,1592,0
100000,40,1,0,1,0,1,0,0,0,-1,-1,-2,-2,12878,7702,2377,0,0,0,2000,2377,40000,0,0,0,0
140000,33,0,1,0,0,1,0,0,0,0,0,0,0,85314,87042,90165,91318,94847,35773,4000,5000,2000,4000,5000,6000,0
80000,35,0,0,1,0,1,0,2,2,2,2,2,0,70002,71389,73788,74463,72834,74190,3100,4204,2790,0,3043,2625,1
50000,42,0,0,1,0,1,0,1,3,4,3,2,0,44498,46740,45718,44696,43848,44718,3240,0,0,0,1600,1845,1
50000,25,1,0,0,1,0,1,0,0,0,0,0,3,21316,23038,24720,26370,29332,28574,2375,2375,2375,3547,0,0,0
360000,39,1,1,0,0,1,0,1,-2,-2,-2,-1,-1,0,0,0,0,691,7020,0,0,0,691,7020,0,0
170000,49,0,0,0,1,1,0,1,2,0,0,0,0,153322,149027,150920,145689,33588,0,0,6320,5045,1000,0,0,1
50000,41,1,0,0,1,0,1,0,0,0,0,0,0,48152,45974,44792,18649,16260,18745,2043,3000,14000,545,5000,308,0
310000,25,0,1,0,0,0,1,2,0,0,0,0,0,266270,273719,235796,188031,170898,68369,11677,8406,6000,5074,3000,3000,1
210000,31,1,1,0,0,0,1,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,133,1
140000,37,1,0,0,1,1,0,0,0,0,0,0,0,90186,74504,72358,48081,45543,26788,2805,2877,1360,1400,1026,1200,0
150000,37,0,1,0,0,0,1,0,0,0,0,0,0,127111,106956,106129,106531,107062,109938,3878,3794,3783,3892,4662,3500,0
170000,40,1,1,0,0,1,0,-1,-1,-1,-1,-1,0,2000,2210,3000,2000,5000,3000,2210,3000,2000,5000,0,4000,1
260000,25,0,1,0,0,0,1,-1,2,-1,0,0,0,148,75,12117,9620,8690,11744,7,12117,2,0,3054,6972,1
170000,26,0,1,0,0,0,1,0,0,0,0,2,0,99387,102141,103972,108405,102303,99767,5250,5100,7500,0,3900,3600,0
50000,23,0,0,1,0,0,1,0,0,0,0,0,2,34364,34212,33886,32929,34549,33458,1861,2004,1324,3768,1,1141,0
260000,35,0,1,0,0,1,0,2,2,-2,-1,0,0,1013,0,0,6895,3718,0,0,0,6895,0,0,0,1
100000,27,1,1,0,0,0,1,0,0,2,2,2,2,36014,39321,39145,39494,39896,28256,4200,900,1400,900,6440,500,1
40000,25,0,0,0,1,1,0,0,0,0,0,2,2,40633,40311,39380,41389,40628,41389,4300,2000,2938,0,3700,0,0
180000,46,0,1,0,0,1,0,1,2,2,2,2,2,82505,86302,84020,97554,95878,112141,6000,0,15000,0,18000,0,0
50000,41,1,0,1,0,1,0,2,2,2,0,0,0,26184,29261,28444,28878,27655,24480,3500,0,1100,1100,2000,1000,0
200000,29,1,1,0,0,0,1,-1,-1,-1,0,-1,-1,4810,0,726,726,495,1402,0,726,0,495,1562,1420,1
320000,53,0,0,0,1,1,0,0,0,0,0,0,0,33589,34608,38544,44486,52319,51764,3000,6000,8000,10000,1900,2000,0
220000,45,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,4624,2874,1210,632,15243,5471,2888,1216,640,15251,5472,4045,0
180000,46,1,0,0,1,1,0,0,0,0,0,0,0,60005,41223,49108,50016,45956,52926,3000,10000,3000,5000,15000,0,0
50000,36,0,0,0,1,0,1,0,0,0,0,0,2,94228,47635,42361,19574,20295,19439,2000,1500,1000,1800,0,1000,1
50000,22,0,0,0,1,0,1,0,0,0,0,0,-1,29637,30805,30336,13378,-1022,29857,1826,1200,268,0,31448,792,0
150000,32,0,1,0,0,0,1,0,0,0,0,0,0,83275,84220,77956,77682,52300,56223,3006,3000,2000,222,11170,5000,0
120000,38,0,1,0,0,1,0,-1,-1,2,-1,-1,-1,6856,17329,2047,8568,8814,17180,19600,0,14150,9000,17000,0,0
30000,34,1,0,0,1,0,1,0,0,0,0,0,0,29302,30052,29349,29476,30014,29785,1530,1416,1142,1102,1106,3450,0
10000,43,1,0,0,0,1,0,-1,0,0,0,-2,-2,17560,9829,3604,0,0,0,2537,1000,0,0,0,0,1
380000,34,1,1,0,0,0,1,-2,-2,-2,-2,-2,-2,34869,6305,5736,900,16915,936,6336,5766,904,16915,940,0,0
320000,38,0,1,0,0,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
30000,41,0,0,0,1,0,1,0,-1,-1,0,-1,2,1448,1261,630,240,690,150,1261,630,0,840,0,780,0
80000,40,0,0,1,0,1,0,0,0,0,0,0,0,75768,78069,79196,25722,26261,26784,3500,2934,897,929,935,984,0
20000,60,1,0,0,1,1,0,-1,-1,2,0,0,0,8570,10651,9944,10142,9591,10400,2620,0,500,380,1000,0,0
120000,51,1,1,0,0,1,0,0,0,2,0,0,0,125702,130461,131281,128594,117561,116732,8300,4500,4260,4595,4311,4280,0
150000,37,0,1,0,0,0,1,1,-2,-1,0,0,0,0,0,584,596,596,0,0,584,12,0,0,0,0
200000,43,0,0,0,1,0,1,0,0,0,0,0,0,180680,184436,188181,190775,196449,192085,8155,8302,7225,10153,6987,5262,0
20000,40,1,0,0,1,0,1,0,0,0,0,0,-2,45429,47961,49562,4410,0,0,2819,2420,88,0,0,0,0
170000,36,0,0,1,0,1,0,0,0,0,0,0,0,85780,80568,79823,79335,79506,80252,2906,3002,3000,3000,3500,3000,0
150000,34,0,1,0,0,0,1,-1,-1,-2,-1,0,-1,900,0,0,740,740,545,0,0,740,0,545,550,0
160000,30,1,0,0,1,0,1,-1,-1,-1,-1,-1,-1,632,0,632,316,0,316,0,632,316,0,316,316,0
280000,32,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,45536,11509,2110,2121,6789,14959,11509,5000,2121,6789,14959,16067,0
60000,42,1,1,0,0,1,0,2,0,0,0,0,2,39986,41036,42449,43243,48537,47606,2000,2100,1800,6000,0,2000,1
100000,44,1,0,1,0,1,0,0,0,0,0,0,0,39649,43608,46899,47447,48035,40484,5000,5000,1554,1595,1686,1200,0
360000,48,1,0,0,1,0,1,0,0,0,0,0,-2,68032,63174,44536,80570,8333,8325,4500,3000,50000,8400,8325,12967,0
160000,31,0,1,0,0,0,1,-2,-2,-2,-1,-1,-1,0,0,0,150,150,150,0,0,150,150,150,178,0
50000,47,1,0,0,1,1,0,0,0,0,0,0,0,22923,23264,23879,23960,24067,24253,1400,1400,850,871,974,962,0
250000,35,0,0,0,1,1,0,0,0,0,0,0,0,27107,36565,39711,47523,52726,57649,10000,10000,10000,6000,6000,5000,0
350000,42,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,3800,3138,4150,3750,1362,8210,3138,4160,3750,2272,8210,9731,0
100000,22,0,0,0,1,1,0,0,0,0,0,0,0,99415,101507,99511,99813,95816,96884,4600,3478,3461,3461,3684,3510,0
30000,33,1,0,0,1,0,1,1,2,0,0,0,0,31956,30425,30615,29304,28996,28970,0,1753,1200,1041,1194,1100,0
450000,36,0,1,0,0,1,0,1,-1,-1,-2,-2,-2,0,2500,2500,0,0,0,2500,2500,0,0,0,0,0
20000,40,0,0,1,0,0,1,-1,-1,0,0,0,0,9755,894,5625,9625,12625,0,894,5000,4000,3000,0,0,0
30000,26,0,0,1,0,0,1,0,0,0,0,0,0,28063,29304,28047,26840,28271,28134,1700,1407,1200,2000,2000,1000,0
150000,47,0,0,1,0,0,1,0,0,0,2,0,0,103226,64671,64293,58024,59230,54638,2627,4123,0,1304,1338,376,0
30000,36,1,0,0,1,1,0,1,3,2,0,0,0,22327,21696,21054,21315,21623,22261,0,0,908,800,1000,1809,0
10000,23,1,0,1,0,0,1,0,0,0,0,0,0,6001,4308,3421,3615,4402,5173,2000,1500,400,1000,1000,500,0
50000,47,0,0,1,0,0,1,0,0,0,0,2,0,17569,18592,19621,21748,21262,21682,1613,1642,2769,0,923,950,0
50000,22,0,1,0,0,0,1,0,-1,-1,-1,-1,-1,4124,1070,0,1217,3766,381,1070,0,1217,3766,381,1980,0
130000,23,0,0,0,1,0,1,2,2,2,0,0,0,6271,6871,7599,9459,10303,11128,1500,1000,2000,1000,1000,1000,0
50000,22,0,0,1,0,0,1,0,0,0,0,0,0,47066,45132,47756,28275,28082,28846,2300,3862,2000,1100,1500,1100,0
180000,25,0,0,0,1,0,1,0,0,0,0,0,0,177633,139415,136942,114632,117808,120302,5203,30023,10024,10000,4458,5000,0
30000,47,1,0,0,1,1,0,2,2,2,0,0,0,24081,29818,28966,26902,25426,26799,6155,0,1030,1049,5000,482,1
60000,24,0,0,0,1,0,1,0,0,0,0,0,0,29717,28208,21372,18746,16745,16544,2076,1500,1500,689,2000,2983,0
200000,26,1,1,0,0,0,1,0,0,0,0,0,0,16811,21290,20207,23858,33236,33337,5023,4007,5001,10020,5073,5064,0
30000,23,0,0,1,0,0,1,0,0,-1,-1,-1,0,18292,18450,390,390,780,780,1000,390,390,780,0,0,0
320000,36,0,0,0,1,0,1,0,0,0,0,0,0,262613,164486,169691,188527,145676,135254,10043,15005,21640,5004,11628,20020,0
360000,37,0,1,0,0,1,0,-1,2,2,-2,-2,-2,1605,1448,0,0,0,0,14,0,0,0,0,0,0
60000,39,0,1,0,0,1,0,0,0,2,0,0,0,56045,59524,58563,56831,53628,34490,5000,2000,1000,3000,8000,0,0
50000,28,0,0,0,1,0,1,-2,-2,-1,0,0,0,13733,5570,2698,4640,6554,8434,2037,2698,2000,2000,2000,2000,0
30000,35,1,0,0,1,0,1,2,2,2,2,2,2,27143,28211,28654,27897,29587,30152,1800,1200,0,2300,1200,0,0
50000,31,0,0,0,1,1,0,1,2,0,0,0,0,34644,33669,19124,18117,18496,18880,0,1597,649,671,691,700,0
70000,24,0,1,0,0,0,1,0,0,0,0,0,0,42105,35575,32772,29766,29286,29404,1614,2042,2002,1052,1055,1063,0
310000,44,1,1,0,0,0,1,1,-1,-1,-2,-2,-2,-42,7281,0,0,0,0,7323,0,0,0,0,0,0
170000,39,0,0,0,1,0,1,-1,-1,-1,-1,-1,-1,2860,15643,1104,190,4786,2714,15643,1108,191,4786,2714,7714,0
150000,49,1,1,0,0,1,0,-2,-2,-2,-2,-2,-2,111348,109115,102598,3039,-309,-309,6000,4044,309,0,0,0,0
120000,30,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,3333,0,3333,0,984,984,0,3333,0,984,984,984,0
100000,33,0,1,0,0,0,1,0,0,0,0,0,0,75374,44796,47294,38712,39304,40479,2000,5000,1521,1595,2000,2716,0
140000,41,1,1,0,0,0,1,2,2,2,0,0,0,138379,143684,139902,142729,142406,142694,9000,0,6800,40000,5600,5900,1
180000,47,0,0,1,0,1,0,-1,0,0,0,0,0,14525,13828,10394,17562,8495,5090,1347,5000,10026,5000,785,5000,0
20000,51,0,0,1,0,1,0,0,0,-1,0,0,-2,19684,11580,780,780,0,0,1000,780,0,0,0,0,0
80000,25,0,0,0,1,0,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,39,0,0,0,1,1,0,0,0,0,0,0,0,178665,133266,95836,85635,66137,30410,3677,2441,1854,1567,5000,1953,0
200000,27,1,0,0,1,0,1,0,0,2,0,0,0,25334,26203,25652,25162,24995,23901,2204,1004,1004,1013,2018,4,0
30000,42,1,0,1,0,1,0,0,0,2,-1,-1,2,14617,20350,18456,4190,13702,13247,6000,28,5000,13702,0,10000,0
250000,40,0,0,0,1,0,1,-2,-2,-2,-2,-2,-2,0,1069,-320,-320,1680,4058,1069,320,0,2000,4058,3000,0
50000,30,1,0,1,0,0,1,1,2,3,2,2,2,31217,33423,32600,31777,33966,34759,3000,0,0,2700,1500,0,0
250000,31,1,1,0,0,0,1,-2,-2,-2,-2,-2,-2,-23,3102,4438,3416,-4,1404,3125,4455,3417,0,1408,1717,1
140000,25,0,1,0,0,0,1,0,0,0,0,0,0,23409,24725,26006,26771,28179,29746,2000,2000,1500,2000,2200,2000,0
170000,31,0,0,0,1,0,1,2,-1,-1,0,0,0,520,1316,6779,3416,2941,3518,1339,6779,2000,97,1002,1018,0
240000,47,0,0,0,1,0,1,-2,-2,-2,-2,-2,-2,316,21359,2762,10264,316,9801,21359,2762,10318,316,17677,31600,0
140000,37,0,1,0,0,1,0,0,0,0,0,0,0,135134,139178,139900,109665,108129,108067,6703,6120,4015,4042,4057,4012,0
50000,28,0,0,0,1,1,0,0,0,0,0,0,0,50998,51103,50262,20304,20319,20330,2209,1726,710,724,733,712,0
240000,47,0,0,0,1,1,0,1,2,2,2,2,2,124425,131943,133457,134749,132651,140600,10839,5000,4800,0,10000,5200,1
420000,57,0,0,0,1,1,0,-1,-1,-1,-1,-1,-1,666,2629,4352,1440,1486,2290,2629,4360,2064,1486,2290,1290,0
220000,53,1,1,0,0,1,0,-1,-1,-1,-1,-1,-1,1136,642,1582,1109,3319,2113,642,1582,1109,3319,2113,5410,0
70000,28,0,0,0,1,1,0,0,0,0,0,0,0,44230,44348,28978,17008,13780,14593,1747,1272,1212,1000,1020,800,0
90000,28,1,0,0,1,0,1,0,0,0,0,0,0,55779,51886,52495,47727,44404,35768,2100,2166,1400,1534,1300,665,0
220000,40,0,1,0,0,1,0,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,12096,0
200000,27,0,1,0,0,0,1,0,0,0,0,0,0,9314,6020,4817,2098,2280,4778,2020,2817,1098,1280,3778,3098,0
240000,55,1,0,1,0,1,0,0,0,0,0,0,0,229254,232693,189095,190481,194215,198313,8737,7506,6501,6501,7001,17001,0
310000,28,0,0,1,0,0,1,0,0,-1,-1,-1,-1,19610,14746,28216,4245,3500,396,10000,28216,4245,3500,396,396,0
80000,34,0,0,0,1,1,0,2,2,2,0,0,0,76142,80627,76776,61884,55501,54840,6611,1,3000,2504,2000,2200,1
290000,38,0,0,0,1,1,0,0,0,0,0,0,0,144160,147451,150617,153351,156213,158938,6000,6010,5600,5700,5700,6000,0
260000,43,1,0,0,1,1,0,0,0,0,0,0,0,175247,164173,152724,153527,153375,105491,8500,5950,4000,3000,6000,30588,1
120000,43,1,1,0,0,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
260000,32,0,1,0,0,1,0,-1,-1,2,-1,-1,-1,598,2268,2268,1732,718,165,2268,0,1732,718,165,3735,0
360000,39,0,0,0,1,0,1,-1,2,2,-2,-2,-2,655,655,0,0,0,0,0,0,0,0,0,0,0
30000,36,0,0,1,0,1,0,0,0,0,0,0,0,7963,9152,10282,10180,10394,9614,1321,1451,349,362,343,356,1
30000,22,0,0,0,1,0,1,0,0,0,2,0,0,27444,29000,29886,28392,22612,22750,2000,1800,0,1000,1000,0,1
20000,22,1,1,0,0,0,1,0,0,0,0,0,0,3281,4325,5341,5751,6500,7386,1100,1100,500,1000,1000,1000,0
240000,25,0,0,0,1,0,1,0,0,0,0,0,0,175764,178600,182639,186275,190337,193961,6500,7000,6680,7070,6954,14870,0
200000,31,1,0,0,1,1,0,7,6,5,4,3,2,254266,240966,228663,217600,208432,200057,0,328,0,0,600,2500,1
